Gene_model,Gene_type,Description
AT5G65050,protein_coding,"Description: Originally published as Agamous like MADS-box protein AGL31. One of a group of MADS box genes involved in control of flowering time.  Four variant sequences have been identified for this locus but have not been characterized for differences in expression pattern and/or function., Other Name: AGAMOUS-like 31;AGL31;MADS AFFECTING FLOWERING 2;MAF2, Keywords: negative regulation of flower development;negative regulation of vernalization response;regulation of DNA-templated transcription;vernalization response;negative regulation of flower development;regulation of transcription by RNA polymerase II;nucleus;DNA-binding transcription factor activity;DNA-binding transcription factor activity, RNA polymerase II-specific;RNA polymerase II cis-regulatory region sequence-specific DNA binding;adult vascular leaf;flower;fruit;guard cell;inflorescence;juvenile vascular leaf;root;stem,"
AT5G13790,protein_coding,"Description: AGL15 (AGAMOUS-Like 15) is a member of the MADS domain family of regulatory factors. Although AGL15 is preferentially expressed during embryogenesis; AGL15 is also expressed in leaf primordia, shoot apical meristems and young floral buds, suggesting that AGL15 may play a role during post-germinative development. Transgenic plants that ectopically express AGL15 show delays in the transition to flowering, perianth abscission and senescence and fruit and seed maturation. Role in embryogenesis and gibberellic acid  catabolism. Targets B3 domain transcription factors that are key regulators of embryogenesis.AGL15 binds the HAE promoter in floral receptacles and represses HAE expression. AGL15 is phosphorylated in a MKK4/5 dependent manner in floral receptacles. Serines 231 and 257 are phosphorylated in floral receptacles. AGL15 also directly regulates the expression of the peroxidase PRX17, linking it to lignified tissue expression., Other Name: AGAMOUS-LIKE 15;AGL15, Keywords: embryo development ending in seed dormancy;floral organ abscission;gibberellin catabolic process;negative regulation of gene expression;cellular response to auxin stimulus;fruit abscission;fruit dehiscence;negative regulation of DNA-templated transcription;negative regulation of floral organ abscission;negative regulation of flower development;negative regulation of seed maturation;negative regulation of short-day photoperiodism, flowering;positive regulation of DNA-templated transcription;regulation of transcription by RNA polymerase II;somatic embryogenesis;cytoplasm;nucleus;DNA binding;DNA-binding transcription factor activity;DNA-binding transcription factor activity, RNA polymerase II-specific;RNA polymerase II cis-regulatory region sequence-specific DNA binding;protein binding;protein homodimerization activity;sequence-specific DNA binding;transcription regulator activity;flowering stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;collective leaf structure;floral organ abscission zone;flower;flower pedicel;guard cell;hypocotyl;plant embryo;seed;sepal;shoot apex,"
AT5G39860,protein_coding,"Description: Encodes PRE1 (PACLOBUTRAZOL RESISTANCE1).  PRE1 and IBH1 form a pair of antagonistic HLH/bHLH transcription factors that function downstream of BZR1 to mediate brassinosteroid regulation of cell elongation.  BNQ1 is directly and negatively regulated by AP3 and PI in petals.Required for appropriate regulation of flowering time., Other Name: BANQUO 1;BASIC HELIX-LOOP-HELIX PROTEIN 136;BHLH136;BNQ1;PACLOBUTRAZOL  RESISTANCE1;PRE1, Keywords: photomorphogenesis;regulation of timing of transition from vegetative to reproductive phase;response to brassinosteroid;unidimensional cell growth;regulation of DNA-templated transcription;regulation of growth;nucleus;DNA-binding transcription factor activity;protein binding;protein dimerization activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;anther;carpel;cauline leaf;collective leaf structure;cotyledon;cultured plant cell;flower;flower pedicel;guard cell;inflorescence meristem;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT5G39880,protein_coding,"Description: transmembrane protein;(source:Araport11), Other Name: N/A, Keywords: extracellular region;molecular_function;L mature pollen stage;M germinated pollen stage;flowering stage;petal differentiation and expansion stage;plant embryo globular stage;carpel;collective leaf structure;flower;petal;plant embryo;pollen;pollen tube cell;sepal;stamen;stem,"
AT5G53470,protein_coding,"Description: Encodes an acyl-CoA binding protein that is localized to vesicles;and plasma membrane especially in epidermal cells of heart, torpedo and cotyledon stage embryos, cell wall of the seed coat. Northern blot analysis showed that the 1.4 kb ACBP1 mRNA was expressed in silique, root, stem, leaf and flower., Other Name: ACBP;ACBP1;ACYL-COA BINDING PROTEIN;ACYL-COA BINDING PROTEIN 1;ATACBP1, Keywords: lipid metabolic process;lipid transport;regulation of seed germination;regulation of seedling development;response to abscisic acid;response to cold;response to lead ion;seed development;seed dormancy process;fatty acid homeostasis;response to lead ion;sterol homeostasis;cytoplasm;endoplasmic reticulum;plant-type cell wall;plasma membrane;plastid;fatty-acyl-CoA binding;lead ion binding;lipid binding;phosphatidic acid binding;protein binding;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;seedling development stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;plant sperm cell;pollen;root;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT5G58660,protein_coding,"Description: Encodes a class III gibberellin 2-oxidase that oxidizes GA12 to GA110 and GA9 to GA40., Other Name: GA2OX9;GIBBERELLIN 2-OXIDASE 9, Keywords: gibberellin catabolic process;gibberellin catabolic process;cytoplasm;gibberellin 2-beta-dioxygenase activity;flowering stage;petal differentiation and expansion stage;collective leaf structure;flower;flower pedicel;guard cell;hypocotyl;petal;root;sepal,"
AT5G09970,protein_coding,"Description: Member of CYP78A family. Paralog of CYP78A5 and appears to function in a  shoot meristem maintainence pathway with LAMP1 that parallels AMP1/CYP87A5., Other Name: CYP78A7;cytochrome P450, family 78, subfamily A, polypeptide 7, Keywords: regulation of meristem growth;cellular_component;heme binding;iron ion binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;flower;plant embryo;seed;shoot lateral meristem;vascular leaf primordium,"
AT5G23980,protein_coding,"Description: Encodes a ferric chelate reductase that is expressed at low levels in roots;shoots and cotyledons, but not flowers. Its transcription is regulated by FIT1., Other Name: ATFRO4;FERRIC REDUCTION OXIDASE 4;FRO4, Keywords: plasma membrane;plasma membrane;ferric-chelate reductase activity;guard cell,"
AT5G23960,protein_coding,"Description: Encodes a sesquiterpene synthase involved in generating all of the group A sesquiterpenes found in the Arabidopsis floral volatile blend.  Strongly expressed in the stigma., Other Name: ATTPS21;TERPENE SYNTHASE 21;TPS21, Keywords: sesquiterpene biosynthetic process;sesquiterpenoid biosynthetic process;diterpenoid biosynthetic process;response to herbivore;chloroplast;(-)-E-beta-caryophyllene synthase activity;alpha-humulene synthase activity;magnesium ion binding;flowering stage;petal differentiation and expansion stage;plant embryo globular stage;collective leaf structure;filament;flower bud;flower pedicel;petal;plant embryo;receptacle;sepal;stigma,"
AT5G23030,protein_coding,"Description: Member of TETRASPANIN family, Other Name: TET12;TETRASPANIN12, Keywords: auxin-activated signaling pathway;plasma membrane;plasmodesma;extracellular region;molecular_function;flowering stage;flower;plant sperm cell;primary root differentiation zone;root hair cell;stipule;trichoblast,"
AT5G39870,protein_coding,"Description: hypothetical protein (DUF1216);(source:Araport11), Other Name: N/A, Keywords: biological_process;chloroplast;molecular_function;L mature pollen stage;M germinated pollen stage;flowering stage;petal differentiation and expansion stage;cultured plant cell;flower;petal;pollen,"
AT5G23990,protein_coding,"Description: Encodes a ferric chelate reductase that is expressed at low levels in roots;shoots and flowers, but not cotyledons., Other Name: ATFRO5;FERRIC REDUCTION OXIDASE 5;FRO5, Keywords: plasma membrane;plasma membrane;ferric-chelate reductase activity;flower;shoot system,"
AT5G55950,protein_coding,"Description: Adaptor protein of the THO-TREX-1 complex essential to the nuclear export of mature messenger RNAs (mRNAs); interacts with TuYV structural proteins. Together with other ALY proteins modifies turnip yellows virus accumulation., Other Name: ALY1, Keywords: transmembrane transport;Golgi apparatus;nucleus;UDP-xylose transmembrane transporter activity;antiporter activity;protein binding;flowering stage;petal differentiation and expansion stage;collective leaf structure;flower;guard cell;inflorescence meristem;petal,"
AT5G23040,protein_coding,"Description: Encodes a protein that enables protochlorophillide's binding to pPORA's transit sequence; regulating pPORA's translocation into the plastid stroma, and blocking movement of the translocating polypeptide chain back into the cytosol. Causes Bax mediated lethality in yeast by generating reactive oxygen species and this effect is suppressed by AtBI-1., Other Name: CDF1;CELL GROWTH DEFECT FACTOR 1;CHAPERONE-LIKE PROTEIN OF POR1;CPP1, Keywords: positive regulation of protein import into chloroplast stroma;chaperone-mediated protein folding;chloroplast organization;de-etiolation;embryo development ending in seed dormancy;chloroplast membrane;chloroplast;chloroplast envelope;chloroplast inner membrane;chloroplast stroma;chloroplast thylakoid;mitochondrion;plastid;plastid thylakoid membrane;protein binding;protein folding chaperone;flower;guard cell;rosette leaf;shoot system;vascular leaf,"
AT5G40010,protein_coding,"Description: Encodes a mitochondrial ATPase involved in seed and silique development., Other Name: AAA-ATPase 1;AATP1;ASD;ATPase-in-Seed-Development, Keywords: fruit development;seed maturation;response to abscisic acid;response to cold;response to salt stress;response to water deprivation;endoplasmic reticulum;mitochondrion;nucleus;ATP hydrolysis activity;flowering stage;fruit development stage;petal differentiation and expansion stage;endosperm;flower;inflorescence meristem;plant embryo;root;stamen;stem,"
AT5G23150,protein_coding,"Description: Putative transcription factor. Member of the floral homeotic AGAMOUS pathway.Mutations in HUA enhance the phenotype of mild ag-4 allele. Single hua mutants are early flowering and have  reduced levels of FLC mRNA. Other MADS box flowering time genes such as FLM and MAF2 also appear to be regulated by HUA2. HUA2 normally activates FLC expression and enhances  AG function. HUA and HUA-LIKE (HULK) genes act redundantly to regulate a subset of essential genes; with some (or all) family members also having specific functions. The mRNA is cell-to-cell mobile., Other Name: AERIAL ROSETTE 1;ART1;ENHANCER OF AG-4 2;HUA2, Keywords: maintenance of floral organ identity;negative regulation of flower development;regulation of timing of transition from vegetative to reproductive phase;anthocyanin accumulation in tissues in response to UV light;chromatin remodeling;mRNA processing;nucleus;nucleus;DNA-binding transcription factor activity;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;pollen tube cell;reproductive shoot apex;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf;vegetative shoot apex;cell-to-cell mobile RNA,"
